sname_0,name_1,mother_2,birthday_3,birthmonth_4,birthdate_5,matgroup_6,currentgroup_7,sex_8,birthyear_9,mom_10,dad_11,father_12,conceptiondate_13,concepday_14,conceptmonth_15,conceptyear_16,momgrp_17,dadgrp_18
MAB,MABEL   ,Moongoose,7,FEB,07/02/2007,Nyayo's  ,unknown  ,unknown ,2007,MON,unknown, ------,30/07/2006,30,JUL,2006,1.1,unknown
KAF,KAFIKA  ,Kola    ,10,FEB,10/02/2007,Weaver's ,unknown  ,Male    ,2007,KOL,DUB,Dubu    ,17/08/2006,17,AUG,2006,2.2,2.2
YOL,YOLLY   ,Vinyl   ,27,FEB,27/02/2007,Viola's  ,unknown  ,Male    ,2007,VIN,GAN,Ganja   ,31/08/2006,31,AUG,2006,1.22,1.22
KOA,KOALA   ,Kiwi    ,17,MAR,17/03/2007,Weaver's ,unknown  ,Female  ,2007,KIW,DUB,Dubu    ,16/09/2006,16,SEP,2006,2.2,2.2
VAD,VADIM   ,Vex     ,19,MAR,19/03/2007,Viola's  ,unknown  ,Male    ,2007,VEX,NJU,Njugu   ,17/09/2006,17,SEP,2006,1.22,1.22
POA,POA     ,Paisley ,27,MAR,27/03/2007,Weaver's ,unknown  ,Female  ,2007,PAI,NAW,Nawa    ,30/09/2006,30,SEP,2006,2.2,2.2
SAC,SACRAMENTO,Sorghum ,28,MAR,28/03/2007,Nyayo's  ,unknown  ,Female  ,2007,SOR,ORN,Ornette ,15/09/2006,15,SEP,2006,1.1,1.1
KNO,KNOT    ,Kelly   ,4,APR,04/04/2007,Weaver's ,unknown  ,Female  ,2007,KEL,VOY,Voyage  ,16/10/2006,16,OCT,2006,2.2,2.2
LOS,LOSA    ,Limau   ,5,APR,05/04/2007,Weaver's ,unknown  ,Male    ,2007,LIM,VOY,Voyage  ,17/10/2006,17,OCT,2006,2.2,2.2
NUZ,NUZZLE  ,Nutty   ,6,APR,06/04/2007,Nyayo's  ,Hokey's  ,Female  ,2007,NUT,JOB,Job     ,28/09/2006,28,SEP,2006,1.1,1.1
DAM,DAMIEN  ,Duiker  ,9,APR,09/04/2007,Omo's    ,unknown  ,Male    ,2007,DUI,LOB,Lobo    ,12/10/2006,12,OCT,2006,1.21,1.21
PAW,PAWPAW  ,Poker   ,17,APR,17/04/2007,Weaver's ,unknown  ,Male    ,2007,POK,unknown, ------,16/10/2006,16,OCT,2006,2.2,unknown
WOV,WOVEN   ,Wasp    ,25,APR,25/04/2007,Laza's   ,unknown  ,Male    ,2007,WAS,OTI,Otis    ,28/10/2006,28,OCT,2006,2.1,2.1
LAQ,LAQUER  ,Ladha   ,28,MAY,28/05/2007,Laza's   ,unknown  ,Female  ,2007,LAD,RAJ,Raja    ,01/12/2006,1,DEC,2006,2.1,2.1
DEG,DEGAN   ,Dunlin  ,29,MAY,29/05/2007,Viola's  ,unknown  ,Male    ,2007,DUN,GAN,Ganja   ,23/11/2006,23,NOV,2006,1.22,1.22
NON,NONO    ,Nike    ,14,JUN,14/06/2007,Nyayo's  ,unknown  ,Male    ,2007,NIK,YOB,Yobby   ,13/12/2006,13,DEC,2006,1.1,1.1
WAJ,WAJEMI  ,Wade    ,6,JUL,06/07/2007,Laza's   ,Narasha's,Female  ,2007,WAD,RAJ,Raja    ,07/01/2007,7,JAN,2007,2.1,2.1
RIF,RIFF    ,Vote    ,7,JUL,07/07/2007,Viola's  ,unknown  ,Male    ,2007,VOT,LOG,Logan   ,09/01/2007,9,JAN,2007,1.22,1.22
WOC,WOCHY   ,Wifi    ,9,JUL,09/07/2007,Laza's   ,unknown  ,Male    ,2007,WIF,LAX,Lax     ,10/01/2007,10,JAN,2007,2.1,2.1
ALB,ALBUM   ,Acacia  ,13,JUL,13/07/2007,Omo's    ,unknown  ,Male    ,2007,ACA,LEB,Lebanon ,18/01/2007,18,JAN,2007,1.21,1.21
CAV,CAVALIER,Cobra   ,20,JUL,20/07/2007,Nyayo's  ,unknown  ,Male    ,2007,COB,JOB,Job     ,24/01/2007,24,JAN,2007,1.1,1.1
AGE,AGENT   ,unknown ,20,JUL,20/07/2007,immigrant,unknown  ,Male    ,2007,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
BUL,BULBUL  ,Wobble  ,23,JUL,23/07/2007,Weaver's ,unknown  ,Male    ,2007,WOB,ELV,Elvis   ,25/01/2007,25,JAN,2007,2.2,2.2
YAM,YAMMY   ,Vaa     ,14,AUG,14/08/2007,Viola's  ,unknown  ,Female  ,2007,VAA,GAN,Ganja   ,17/02/2007,17,FEB,2007,1.22,1.22
ZIM,ZIMA    ,Lizzy   ,15,AUG,15/08/2007,Weaver's ,unknown  ,Female  ,2007,LIZ,ISR,Israel  ,16/02/2007,16,FEB,2007,2.2,2.2
BIO,BIOTA   ,Wynne   ,2,SEP,02/09/2007,Weaver's ,unknown  ,Female  ,2007,WYN,ELV,Elvis   ,28/02/2007,28,FEB,2007,2.2,2.2
LAF,LAFFY   ,Laos    ,3,SEP,03/09/2007,Laza's   ,unknown  ,Female  ,2007,LAO,NIN,Ninja   ,04/03/2007,4,MAR,2007,2.1,2.1
HIZ,HIZA    ,Hymn    ,4,SEP,04/09/2007,Nyayo's  ,Hokey's  ,Female  ,2007,HYM,ADR,Adriano ,09/03/2007,9,MAR,2007,1.1,1.1
REN,RENNY   ,Rhoda   ,11,SEP,11/09/2007,Viola's  ,unknown  ,Female  ,2007,RHO,unknown, ------,24/03/2007,24,MAR,2007,1.22,unknown
DIB,DIBBLE  ,Dice    ,13,SEP,13/09/2007,Viola's  ,unknown  ,Female  ,2007,DIC,LOG,Logan   ,14/03/2007,14,MAR,2007,1.22,1.22
NER,NERA    ,Nobel   ,15,SEP,15/09/2007,Laza's   ,unknown  ,Male    ,2007,NOB,RAJ,Raja    ,18/03/2007,18,MAR,2007,2.1,2.1
IGU,IGUANA  ,Vigor   ,17,SEP,17/09/2007,Viola's  ,unknown  ,Female  ,2007,VIG,GAN,Ganja   ,11/03/2007,11,MAR,2007,1.22,1.22
ERN,ERNEST  ,Echo    ,17,SEP,17/09/2007,Omo's    ,unknown  ,Male    ,2007,ECH,LOB,Lobo    ,25/03/2007,25,MAR,2007,1.21,1.21
WIW,WIWON   ,Wonder  ,17,SEP,17/09/2007,Laza's   ,unknown  ,Female  ,2007,WON,OTI,Otis    ,27/03/2007,27,MAR,2007,2.1,2.1
ENE,ENERGY  ,Vow     ,23,SEP,23/09/2007,Viola's  ,unknown  ,Female  ,2007,VOW,unknown, ------,26/03/2007,26,MAR,2007,1.22,unknown
EXI,EXILE   ,Velcro  ,2,OCT,02/10/2007,Viola's  ,unknown  ,Female  ,2007,VEL,GAN,Ganja   ,10/04/2007,10,APR,2007,1.22,1.22
LEY,LEYES   ,Lancaster,6,OCT,06/10/2007,Laza's   ,unknown  ,Female  ,2007,LAN,RAJ,Raja    ,08/04/2007,8,APR,2007,2.1,2.1
URA,URANIUM ,Lupe    ,19,OCT,19/10/2007,Weaver's ,unknown  ,Male    ,2007,LUP,unknown, ------,16/04/2007,16,APR,2007,2.2,unknown
TIF,TIFFANY ,Lurch   ,13,NOV,13/11/2007,Weaver's ,unknown  ,Female  ,2007,LUR,unknown, ------,14/05/2007,14,MAY,2007,2.2,unknown
GLO,GLORIA  ,Wendy   ,19,NOV,19/11/2007,Weaver's ,unknown  ,Female  ,2007,WEN,ELV,Elvis   ,21/05/2007,21,MAY,2007,2.2,2.2
VOX,VOX     ,Vesper  ,22,NOV,22/11/2007,Viola's  ,unknown  ,Male    ,2007,VES,unknown, ------,30/05/2007,30,MAY,2007,1.22,unknown
PSY,PSYCHE  ,Pebbles ,5,DEC,05/12/2007,Weaver's ,unknown  ,Male    ,2007,PEB,VEI,Veil    ,13/06/2007,13,JUN,2007,2.2,2.2
LOD,LODEN   ,Lassoi  ,8,DEC,08/12/2007,Weaver's ,unknown  ,Female  ,2007,LAS,ELV,Elvis   ,05/06/2007,5,JUN,2007,2.2,2.2
THI,THISBE  ,Vet     ,10,DEC,10/12/2007,Viola's  ,unknown  ,Female  ,2007,VET,OJU,Ojuang  ,14/06/2007,14,JUN,2007,1.22,1.22
POD,POD     ,Pembe   ,20,DEC,20/12/2007,Weaver's ,unknown  ,Male    ,2007,PEM,unknown, ------,25/06/2007,25,JUN,2007,2.2,unknown
GOA,GOA     ,Wire    ,4,JAN,04/01/2008,Weaver's ,unknown  ,Female  ,2008,WIR,unknown, ------,10/07/2007,10,JUL,2007,2.2,unknown
RIM,RIM     ,Rangi   ,16,JAN,16/01/2008,Viola's  ,unknown  ,Female  ,2008,RAN,unknown, ------,29/07/2007,29,JUL,2007,1.22,unknown
UNY,UNYO    ,unknown ,24,FEB,24/02/2008,immigrant,unknown  ,Male    ,2008,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
YET,YETTA   ,Yogi    ,4,MAR,04/03/2008,Viola's  ,unknown  ,Male    ,2008,YOG,unknown, ------,02/09/2007,2,SEP,2007,1.22,unknown
VOH,VOHANI  ,Vogue   ,12,MAR,12/03/2008,Viola's  ,unknown  ,Female  ,2008,VOG,QUA,Quasi   ,10/09/2007,10,SEP,2007,1.22,1.22
SAH,SAHEL   ,Scenic  ,27,MAR,27/03/2008,Nyayo's  ,unknown  ,Male    ,2008,SCE,TAP,Tapir   ,03/10/2007,3,OCT,2007,1.1,1.1
LEH,LEHMAN  ,Lychee  ,30,MAR,30/03/2008,Weaver's ,unknown  ,Male    ,2008,LYC,ORN,Ornette ,08/10/2007,8,OCT,2007,2.2,2.2
COK,COKER   ,Locust  ,8,APR,08/04/2008,Weaver's ,unknown  ,Male    ,2008,LOC,ISR,Israel  ,17/10/2007,17,OCT,2007,2.2,2.2
NIO,NIOBE   ,Narasha ,14,APR,14/04/2008,Laza's   ,Narasha's,Female  ,2008,NAR,RAJ,Raja    ,04/11/2007,4,NOV,2007,2.1,2.1
ZIT,ZITA    ,Lomasi  ,16,APR,16/04/2008,Weaver's ,unknown  ,Male    ,2008,LOM,ORN,Ornette ,21/10/2007,21,OCT,2007,2.2,2.2
LEJ,LEJAY   ,Liwaza  ,19,APR,19/04/2008,Laza's   ,unknown  ,Female  ,2008,LIW,RAJ,Raja    ,29/10/2007,29,OCT,2007,2.1,2.1
LOJ,LOJACK  ,Leila   ,22,APR,22/04/2008,Weaver's ,unknown  ,Male    ,2008,LEI,VEI,Veil    ,17/10/2007,17,OCT,2007,2.2,2.2
MOH,MOHAWK  ,Moongoose,22,APR,22/04/2008,Nyayo's  ,unknown  ,Male    ,2008,MON,TAP,Tapir   ,30/10/2007,30,OCT,2007,1.1,1.1
HOS,HOSANA  ,Humble  ,29,MAY,29/05/2008,Nyayo's  ,unknown  ,Male    ,2008,HUM,TAP,Tapir   ,06/12/2007,6,DEC,2007,1.1,1.1
WOT,WOTCHER ,Weaver  ,30,MAY,30/05/2008,Weaver's ,unknown  ,Female  ,2008,WEA,unknown, ------,30/11/2007,30,NOV,2007,2.2,unknown
NEH,NEHAN   ,Nap     ,21,JUN,21/06/2008,Laza's   ,unknown  ,Male    ,2008,NAP,TOG,Togo    ,24/12/2007,24,DEC,2007,2.1,2.1
TEA,TEAL    ,Laza    ,25,JUN,25/06/2008,Weaver's ,unknown  ,Female  ,2008,LAZ,unknown, ------,28/12/2007,28,DEC,2007,2.2,unknown
GUI,GUINEA  ,Hester  ,21,JUL,21/07/2008,Nyayo's  ,unknown  ,Female  ,2008,HES,TAP,Tapir   ,21/01/2008,21,JAN,2008,1.1,1.1
ACM,ACMA    ,Lava    ,3,AUG,03/08/2008,Weaver's ,unknown  ,Male    ,2008,LAV,VOY,Voyage  ,10/02/2008,10,FEB,2008,2.2,2.2
FIL,FILO    ,Flank   ,3,AUG,03/08/2008,Nyayo's  ,unknown  ,Male    ,2008,FLA,YOB,Yobby   ,30/01/2008,30,JAN,2008,1.1,1.1
MIA,MIA     ,Mbegu   ,8,AUG,08/08/2008,Laza's   ,Narasha's,Female  ,2008,MBE,LAX,Lax     ,05/02/2008,5,FEB,2008,2.1,2.1
GEM,GEM     ,Honey   ,10,AUG,10/08/2008,Nyayo's  ,unknown  ,Female  ,2008,HON,ZOR,Zoro    ,17/02/2008,17,FEB,2008,1.1,1.1
VON,VON     ,Vesper  ,13,AUG,13/08/2008,Viola's  ,unknown  ,Male    ,2008,VES,unknown, ------,26/02/2008,26,FEB,2008,1.22,unknown
RIV,RIVER   ,Vain    ,17,AUG,17/08/2008,Viola's  ,unknown  ,Female  ,2008,VAI,GAN,Ganja   ,01/03/2008,1,MAR,2008,1.22,1.22
HEE,HEEP    ,Hasty   ,23,AUG,23/08/2008,Nyayo's  ,unknown  ,Male    ,2008,HAS,TAP,Tapir   ,20/02/2008,20,FEB,2008,1.1,1.1
PIX,PIXIE   ,Poker   ,1,SEP,01/09/2008,Weaver's ,unknown  ,Female  ,2008,POK,DUB,Dubu    ,28/02/2008,28,FEB,2008,2.2,2.2
FER,FERRIS  ,Fax     ,3,SEP,03/09/2008,Nyayo's  ,unknown  ,Female  ,2008,FAX,YOB,Yobby   ,01/03/2008,1,MAR,2008,1.1,1.1
NEA,NEAT    ,Noodle  ,4,SEP,04/09/2008,Laza's   ,Narasha's,Female  ,2008,NOO,RAJ,Raja    ,07/03/2008,7,MAR,2008,2.1,2.1
SQU,SQUID   ,Snap    ,4,SEP,04/09/2008,Nyayo's  ,unknown  ,Male    ,2008,SNA,AYU,Ayub    ,08/03/2008,8,MAR,2008,1.1,1.1
DEU,DEUCE   ,Daphne  ,10,SEP,10/09/2008,Nyayo's  ,unknown  ,Female  ,2008,DAP,unknown, ------,08/03/2008,8,MAR,2008,1.1,unknown
DEO,DEO     ,Durian  ,12,SEP,12/09/2008,Nyayo's  ,unknown  ,Male    ,2008,DUR,OTI,Otis    ,18/03/2008,16,MAR,2008,1.1,1.1
YEN,YEN     ,Vinyl   ,25,SEP,25/09/2008,Viola's  ,unknown  ,Female  ,2008,VIN,GAN,Ganja   ,25/03/2008,25,MAR,2008,1.22,1.22
IVO,IVORY   ,Onyo    ,28,SEP,28/09/2008,Omo's    ,unknown  ,Male    ,2008,ONY,unknown, ------,01/04/2008,1,APR,2008,1.21,unknown
COU,COURSER ,Cabana  ,1,OCT,01/10/2008,Nyayo's  ,unknown  ,Male    ,2008,CAB,JOB,Job     ,22/03/2008,22,MAR,2008,1.1,1.1
U03,UNKNOWN3,unknown ,2,OCT,02/10/2008,unknown Lodge group,unknown  ,Female  ,2008,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
MES,MESHAEK ,Mica    ,15,OCT,15/10/2008,Laza's   ,unknown  ,Male    ,2008,MIC,RAJ,Raja    ,13/04/2008,13,APR,2008,2.1,2.1
BOK,BOKELO  ,Holland ,15,OCT,15/10/2008,Nyayo's  ,unknown  ,Male    ,2008,HOL,unknown, ------,17/04/2008,17,APR,2008,1.1,unknown
LUB,LUBBOCK ,Lollipop,21,OCT,21/10/2008,Laza's   ,unknown  ,Male    ,2008,LOL,unknown, ------,06/05/2008,6,MAY,2008,2.1,unknown
WUN,WUNDANYI,Wawa    ,21,OCT,21/10/2008,Weaver's ,unknown  ,Female  ,2008,WAW,ORN,Ornette ,22/04/2008,22,APR,2008,2.2,2.2
WOI,WOIYIE  ,Wiper   ,22,OCT,22/10/2008,Laza's   ,unknown  ,Female  ,2008,WIP,TOG,Togo    ,22/04/2008,22,APR,2008,2.1,2.1
EZE,EZEKIEL ,Eldoret ,23,OCT,23/10/2008,Viola's  ,unknown  ,Male    ,2008,ELD,WRI,Wrinkle ,12/05/2008,12,MAY,2008,1.22,1.22
GOS,GOSHAWK ,Wire    ,25,OCT,25/10/2008,Weaver's ,unknown  ,Female  ,2008,WIR,ELV,Elvis   ,03/05/2008,3,MAY,2008,2.2,2.2
ANN,ANNE    ,Acacia  ,25,OCT,25/10/2008,Omo's    ,unknown  ,Female  ,2008,ACA,THR,Thrush  ,24/04/2008,24,APR,2008,1.21,1.21
ELA,ELAND   ,Vow     ,26,OCT,26/10/2008,Viola's  ,unknown  ,Female  ,2008,VOW,OJU,Ojuang  ,27/04/2008,27,APR,2008,1.22,1.22
DIW,DIWANI  ,Dux     ,27,OCT,27/10/2008,Nyayo's  ,unknown  ,Male    ,2008,DUX,AYU,Ayub    ,25/04/2008,25,APR,2008,1.1,1.1
GER,GERALD  ,Hokey   ,4,NOV,04/11/2008,Nyayo's  ,unknown  ,Male    ,2008,HOK,TAP,Talbot  ,08/05/2008,8,MAY,2008,1.1,1.1
AYO,AYOK    ,unknown ,4,NOV,04/11/2008,immigrant,Europa's ,Male    ,2008,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
WEK,WEKESA  ,Wheatear,7,NOV,07/11/2008,Weaver's ,unknown  ,Male    ,2008,WHE,DUB,Dubu    ,19/05/2008,19,MAY,2008,2.2,2.2
LIV,LIVELY  ,Lyme    ,16,NOV,16/11/2008,Weaver's ,unknown  ,Female  ,2008,LYM,DAG,Dagger  ,21/05/2008,21,MAY,2008,2.2,2.2
ROW,ROWDY   ,Rhoda   ,16,NOV,16/11/2008,Viola's  ,unknown  ,Female  ,2008,RHO,GAB,Gabriel ,26/05/2008,26,MAY,2008,1.22,1.22
KAH,KAHAWA  ,Kola    ,18,NOV,18/11/2008,Weaver's ,unknown  ,Male    ,2008,KOL,unknown, ------,19/05/2008,19,MAY,2008,2.2,unknown
ELE,ELECTRA ,Eva     ,21,NOV,21/11/2008,Viola's  ,unknown  ,Female  ,2008,EVA,unknown, ------,23/05/2008,23,MAY,2008,1.22,unknown
OSA,OSAMA   ,Oxygen  ,21,NOV,21/11/2008,Omo's    ,unknown  ,Male    ,2008,OXY,unknown, ------,24/05/2008,24,MAY,2008,1.21,unknown
PAE,PAELLA  ,Paisley ,22,NOV,22/11/2008,Weaver's ,unknown  ,Male    ,2008,PAI,VAP,Vapour  ,25/05/2008,25,MAY,2008,2.2,2.2
TUK,TUKA    ,Lox     ,24,NOV,24/11/2008,Weaver's ,unknown  ,Female  ,2008,LOX,unknown, ------,03/06/2008,3,JUN,2008,2.2,unknown
RIG,RIGA    ,Rwanda  ,27,NOV,27/11/2008,Viola's  ,unknown  ,Male    ,2008,RWA,LOG,Logan   ,09/06/2008,9,JUN,2008,1.22,1.22
SUD,SUEDE   ,Sorghum ,29,NOV,29/11/2008,Nyayo's  ,unknown  ,Male    ,2008,SIK,unknown, ------,06/10/1985,6,OCT,1985,1,unknown
SUE,SUEDE   ,Sorghum ,29,NOV,29/11/2008,Nyayo's  ,unknown  ,Male    ,2008,SOR,unknown, ------,31/05/2008,31,MAY,2008,1.1,unknown
KAB,KABISA  ,Kiwi    ,30,NOV,30/11/2008,Weaver's ,unknown  ,Female  ,2008,KIW,unknown, ------,01/06/2008,1,JUN,2008,2.2,unknown
DID,DIDO    ,Dice    ,6,DEC,06/12/2008,Viola's  ,unknown  ,Female  ,2008,DIC,GAB,Gabriel ,07/06/2008,7,JUN,2008,1.22,1.22
TIV,TIVU    ,Lurch   ,6,DEC,06/12/2008,Weaver's ,unknown  ,Female  ,2008,LUR,DAG,Dagger  ,12/06/2008,12,JUN,2008,2.2,2.2
VAU,VAUGHN  ,Vex     ,9,DEC,09/12/2008,Viola's  ,unknown  ,Male    ,2008,VEX,WRI,Wrinkle ,13/06/2008,13,JUN,2008,1.22,1.22
CRI,CRIMSON ,Cairo   ,17,DEC,17/12/2008,Nyayo's  ,unknown  ,Female  ,2008,CAI,AYU,Ayub    ,13/06/2008,13,JUN,2008,1.1,1.1
DAF,DAFU    ,Drongo  ,20,DEC,20/12/2008,Nyayo's  ,unknown  ,Female  ,2008,DRO,unknown, ------,23/06/2008,23,JUN,2008,1.1,unknown
DAO,DAO     ,Dunlin  ,24,DEC,24/12/2008,Viola's  ,unknown  ,Female  ,2008,DUN,GAN,Ganja   ,24/06/2008,24,JUN,2008,1.22,1.22
LEF,LEFTY   ,Lyena   ,26,DEC,26/12/2008,Weaver's ,unknown  ,Female  ,2008,LYE,ARA,Arab    ,05/07/2008,5,JUL,2008,2.2,2.2
HAG,HAGRID  ,Hymn    ,29,DEC,29/12/2008,Nyayo's  ,unknown  ,Male    ,2008,HYM,YOB,Yobby   ,05/07/2008,5,JUL,2008,1.1,1.1
LYL,LYLE    ,Ladha   ,11,JAN,11/01/2009,Laza's   ,unknown  ,Male    ,2009,LAD,NIN,Ninja   ,21/07/2008,21,JUL,2008,2.1,2.1
YEL,YELLER  ,Yai     ,29,JAN,29/01/2009,Viola's  ,Yoda's     ,Female  ,2009,YAI,WRI,Wrinkle ,04/08/2008,4,AUG,2008,1.22,1.22
WOP,WOPPER  ,Wasp    ,14,FEB,14/02/2009,Laza's   ,unknown  ,Male    ,2009,WAS,NIN,Ninja   ,14/08/2008,14,AUG,2008,2.1,2.1
ZUC,ZUCCHINI,Lizzy   ,15,FEB,15/02/2009,Weaver's ,unknown  ,Female  ,2009,LIZ,DUB,Dubu    ,18/08/2008,18,AUG,2008,2.2,2.2
UTE,UTEO    ,Lupe    ,27,FEB,27/02/2009,Weaver's ,unknown  ,Male    ,2009,LUP,VOY,Voyage  ,31/08/2008,31,AUG,2008,2.2,2.2
RAG,RAGGER  ,Vote    ,19,MAR,19/03/2009,Viola's  ,unknown  ,Male    ,2009,VOT,OJU,Ojuang  ,19/09/2008,19,SEP,2008,1.22,1.22
CEN,CENTRE  ,Cobra   ,24,MAR,24/03/2009,Nyayo's  ,unknown  ,Male    ,2009,COB,THU,Thuram  ,20/09/2008,20,SEP,2008,1.1,1.1
ACH,ACHIM   ,unknown ,24,MAR,24/03/2009,immigrant,unknown  ,Male    ,2009,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
MUL,MULLER  ,unknown ,24,MAR,24/03/2009,immigrant,unknown  ,Male    ,2009,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
PAZ,PAZ     ,Pebbles ,11,APR,11/04/2009,Weaver's ,unknown  ,Male    ,2009,PEB,GAM,Gambia  ,17/10/2008,17,OCT,2008,2.2,2.2
RHY,RHYME   ,Rangi   ,19,APR,19/04/2009,Viola's  ,unknown  ,Female  ,2009,RAN,unknown, ------,30/10/2008,30,OCT,2008,1.22,unknown
BOT,BOTSWANA,Wynne   ,12,MAY,12/05/2009,Weaver's ,unknown  ,Male    ,2009,WYN,ISR,Israel  ,06/11/2008,6,NOV,2008,2.2,2.2
ERI,ERITREA ,Echo    ,23,MAY,23/05/2009,Omo's    ,unknown  ,Male    ,2009,ECH,LOB,Lobo    ,28/11/2008,28,NOV,2008,1.21,1.21
EMO,EMOROO  ,Velcro  ,12,JUN,12/06/2009,Viola's  ,unknown  ,Male    ,2009,VEL,unknown, ------,27/12/2008,27,DEC,2008,1.22,unknown
BUR,BURUNDI ,Wobble  ,8,JUL,08/07/2009,Weaver's ,unknown  ,Female  ,2009,WOB,ISR,Israel  ,09/01/2009,9,JAN,2009,2.2,2.2
HIS,HISTORY ,Huckleberry,8,JUL,08/07/2009,Nyayo's  ,unknown  ,Male    ,2009,HUC,unknown, ------,30/12/2008,30,DEC,2008,1.1,unknown
WYA,WYATT   ,Wifi    ,9,JUL,09/07/2009,Laza's   ,unknown  ,Male    ,2009,WIF,ANE,Anelka  ,04/01/2009,4,JAN,2009,2.1,2.1
LEU,LEUCINE ,Lancaster,12,JUL,12/07/2009,Laza's   ,unknown  ,Male    ,2009,LAN,RAJ,Raja    ,14/01/2009,14,JAN,2009,2.1,2.1
WEY,WEYMOUTH,Wade    ,18,JUL,18/07/2009,Laza's   ,unknown  ,Male    ,2009,WAD,RAJ,Raja    ,08/01/2009,8,JAN,2009,2.1,2.1
TUN,TUNISIA ,Vet     ,4,AUG,04/08/2009,Viola's  ,unknown  ,Female  ,2009,VET,unknown, ------,26/01/2009,26,JAN,2009,1.22,unknown
EQU,EQUINOX ,Eva     ,28,AUG,28/08/2009,Viola's  ,unknown  ,Male    ,2009,EVA,GYP,Gypsy   ,05/03/2009,5,MAR,2009,1.22,1.22
TRU,TRUMAN  ,Laza    ,30,SEP,30/09/2009,Weaver's ,Yoda's     ,Male    ,2009,LAZ,DAG,Dagger  ,31/03/2009,31,MAR,2009,2.2,2.2
LUV,LUVVY   ,Lollipop,21,OCT,21/10/2009,Laza's   ,Narasha's,Female  ,2009,LOL,RAJ,Raja    ,04/05/2009,4,MAY,2009,2.1,2.1
EID,EIDER   ,Eagle   ,26,OCT,26/10/2009,Omo's    ,Acacia's ,Female  ,2009,EAG,WUA,Wuaso   ,02/05/2009,2,MAY,2009,1.21,1.21
IDA,IDAHO   ,Vigor   ,27,OCT,27/10/2009,Viola's  ,unknown  ,Female  ,2009,VIG,GAN,Ganja   ,29/04/2009,29,APR,2009,1.22,1.22
EIN,EINSTEIN,East    ,2,NOV,02/11/2009,Viola's  ,unknown  ,Male    ,2009,EAS,unknown, ------,08/05/2009,8,MAY,2009,1.22,unknown
WAQ,WAQI    ,Wonder  ,10,NOV,10/11/2009,Laza's   ,unknown  ,Female  ,2009,WON,ANE,Anelka  ,23/05/2009,23,MAY,2009,2.1,2.1
UFA,UFA     ,Luxin   ,24,NOV,24/11/2009,Weaver's ,unknown  ,Male    ,2009,LUX,unknown, ------,28/05/2009,28,MAY,2009,2.2,unknown
TRA,TRACE   ,Lox     ,25,NOV,25/11/2009,Weaver's ,unknown  ,Male    ,2009,LOX,ZAK,Zaki    ,01/06/2009,1,MAY,2009,2.2,2.2
ZES,ZESTA   ,Lomasi  ,17,DEC,17/12/2009,Weaver's ,unknown  ,Male    ,2009,LOM,unknown, ------,20/06/2009,20,JUN,2009,2.2,unknown
BIK,BIKEY   ,Holland ,5,JAN,05/01/2010,Nyayo's  ,unknown  ,Male    ,2010,HOL,AYU,Ayub    ,02/07/2009,2,JUL,2009,1.1,1.1
ENV,ENVELOPE,Emily   ,21,JAN,21/01/2010,Viola's  ,unknown  ,Female  ,2010,EMI,WRI,Wrinkle ,27/07/2009,27,JUL,2009,1.22,1.22
VAQ,VAQUERO ,Vogue   ,29,JAN,29/01/2010,Viola's  ,Acacia's ,Male    ,2010,VOG,LOG,Logan   ,12/08/2009,12,AUG,2009,1.22,1.22
LYZ,LYZARD  ,Leila   ,27,FEB,27/02/2010,Weaver's ,unknown  ,Male    ,2010,LEI,GAM,Gambia  ,30/08/2009,30,AUG,2009,2.2,2.2
POR,PORTLAND,Poker   ,12,MAR,12/03/2010,Weaver's ,unknown  ,Female  ,2010,POK,unknown, ------,02/10/2009,2,OCT,2009,2.2,unknown
LAE,LAETOLI ,Laos    ,13,MAR,13/03/2010,Laza's   ,unknown  ,Male    ,2010,LAO,unknown, ------,14/09/2009,14,SEP,2009,2.1,unknown
WYR,WYRICK  ,Wiper   ,23,MAR,23/03/2010,Laza's   ,unknown  ,Male    ,2010,WIP,unknown, ------,27/09/2009,27,SEP,2009,2.11,unknown
YAP,YAPPY   ,Vinyl   ,24,MAR,24/03/2010,Viola's  ,Yoda's     ,Female  ,2010,VIN,KOR,Korea   ,22/09/2009,22,SEP,2009,1.22,1.22
ACC,ACCRA   ,Acacia  ,25,MAR,25/03/2010,Omo's    ,Yoda's     ,Male    ,2010,ACA,THR,Thrush  ,28/09/2009,28,SEP,2009,1.21,1.21
HEX,HEXANE  ,Humble  ,27,MAR,27/03/2010,Nyayo's  ,unknown  ,Male    ,2010,HUM,AYU,Ayub    ,10/10/2009,10,OCT,2009,1.1,1.1
U02,UNKNOWN2,unknown ,12,APR,12/04/2010,Joy's    ,unknown  ,Female  ,2010,unknown,unknown, ------,unknown,DD,MMM,YYYY,3.1,unknown
